patch_number,cb1,cb2,cb3,cb4,cb5,cb6,cb7,cb8,contrast,dissimilarity,homogeneity,ASM,energy,correlation,t1f1b1,t1f1b2,t1f1b3,t1f1b4,t1f1b5,t1f1b6,t1f1b7,t1f1b8,t1f1b9,t1f1b10,t1f1b11,t1f1b12,t1f1b13,t1f1b14,t1f1b15,t1f1b16,t1f1b17,t1f1b18,t1f1b19,t1f1b20,t1f2b1,t1f2b2,t1f2b3,t1f2b4,t1f2b5,t1f2b6,t1f2b7,t1f2b8,t1f2b9,t1f2b10,t1f2b11,t1f2b12,t1f2b13,t1f2b14,t1f2b15,t1f2b16,t1f2b17,t1f2b18,t1f2b19,t1f2b20,t2f1b1,t2f1b2,t2f1b3,t2f1b4,t2f1b5,t2f1b6,t2f1b7,t2f1b8,t2f1b9,t2f1b10,t2f1b11,t2f1b12,t2f1b13,t2f1b14,t2f1b15,t2f1b16,t2f1b17,t2f1b18,t2f1b19,t2f1b20,t2f2b1,t2f2b2,t2f2b3,t2f2b4,t2f2b5,t2f2b6,t2f2b7,t2f2b8,t2f2b9,t2f2b10,t2f2b11,t2f2b12,t2f2b13,t2f2b14,t2f2b15,t2f2b16,t2f2b17,t2f2b18,t2f2b19,t2f2b20,t3f1b1,t3f1b2,t3f1b3,t3f1b4,t3f1b5,t3f1b6,t3f1b7,t3f1b8,t3f1b9,t3f1b10,t3f1b11,t3f1b12,t3f1b13,t3f1b14,t3f1b15,t3f1b16,t3f1b17,t3f1b18,t3f1b19,t3f1b20,t3f2b1,t3f2b2,t3f2b3,t3f2b4,t3f2b5,t3f2b6,t3f2b7,t3f2b8,t3f2b9,t3f2b10,t3f2b11,t3f2b12,t3f2b13,t3f2b14,t3f2b15,t3f2b16,t3f2b17,t3f2b18,t3f2b19,t3f2b20,t4f1b1,t4f1b2,t4f1b3,t4f1b4,t4f1b5,t4f1b6,t4f1b7,t4f1b8,t4f1b9,t4f1b10,t4f1b11,t4f1b12,t4f1b13,t4f1b14,t4f1b15,t4f1b16,t4f1b17,t4f1b18,t4f1b19,t4f1b20,t4f2b1,t4f2b2,t4f2b3,t4f2b4,t4f2b5,t4f2b6,t4f2b7,t4f2b8,t4f2b9,t4f2b10,t4f2b11,t4f2b12,t4f2b13,t4f2b14,t4f2b15,t4f2b16,t4f2b17,t4f2b18,t4f2b19,t4f2b20,d0l2b1,d0l2b2,d0l2b3,d0l2b4,d0l2b5,d0l3b1,d0l3b2,d0l3b3,d0l3b4,d0l3b5,d0l4b1,d0l4b2,d0l4b3,d0l4b4,d0l4b5,d0l5b1,d0l5b2,d0l5b3,d0l5b4,d0l5b5,d0l6b1,d0l6b2,d0l6b3,d0l6b4,d0l6b5,d0l7b1,d0l7b2,d0l7b3,d0l7b4,d0l7b5,d45l2b1,d45l2b2,d45l2b3,d45l2b4,d45l2b5,d45l3b1,d45l3b2,d45l3b3,d45l3b4,d45l3b5,d45l4b1,d45l4b2,d45l4b3,d45l4b4,d45l4b5,d45l5b1,d45l5b2,d45l5b3,d45l5b4,d45l5b5,d45l6b1,d45l6b2,d45l6b3,d45l6b4,d45l6b5,d45l7b1,d45l7b2,d45l7b3,d45l7b4,d45l7b5,d90l2b1,d90l2b2,d90l2b3,d90l2b4,d90l2b5,d90l3b1,d90l3b2,d90l3b3,d90l3b4,d90l3b5,d90l4b1,d90l4b2,d90l4b3,d90l4b4,d90l4b5,d90l5b1,d90l5b2,d90l5b3,d90l5b4,d90l5b5,d90l6b1,d90l6b2,d90l6b3,d90l6b4,d90l6b5,d90l7b1,d90l7b2,d90l7b3,d90l7b4,d90l7b5,d135l2b1,d135l2b2,d135l2b3,d135l2b4,d135l2b5,d135l3b1,d135l3b2,d135l3b3,d135l3b4,d135l3b5,d135l4b1,d135l4b2,d135l4b3,d135l4b4,d135l4b5,d135l5b1,d135l5b2,d135l5b3,d135l5b4,d135l5b5,d135l6b1,d135l6b2,d135l6b3,d135l6b4,d135l6b5,d135l7b1,d135l7b2,d135l7b3,d135l7b4,d135l7b5
Cancer_3_27,0,0,0,0,0.030273438,0.428466797,0.483642578,0.057617188,2027.609905,34.90227754,0.032127357,0.000199745,0.014133119,0.253996198,0,0,0,0,0,0,0,0,0,13,4060,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,2017,1686,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,1797,1906,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4068,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,2031,1704,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,1803,1913,233,0,0,0,0,0,0,2,1,8,9,18,0,0,1,9,19,0,0,1,1,9,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,3,1,9,14,22,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,13,16,2,0,5,7,22,1,0,0,0,8,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,8,11,38,0,0,0,1,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cancer_3_28,0,0,0,0,0.017333984,0.386962891,0.546630859,0.049072266,2025.619174,35.77277542,0.031296327,0.00020206,0.014214764,0.139500534,0,0,0,0,0,0,0,0,0,8,4054,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,1842,1920,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1600,2167,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4059,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1800,1970,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1618,2160,214,0,0,0,0,0,0,1,0,6,10,16,1,0,2,7,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,10,15,0,0,1,6,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,11,10,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_3_29,0,0,0,0,0.02734375,0.453857422,0.504150391,0.014648438,1690.620498,31.94729873,0.030189201,0.000218787,0.014791442,0.159068611,0,0,0,0,0,0,0,0,0,4,4076,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,2092,1767,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,1875,2007,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4079,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,2088,1768,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1892,2000,64,0,0,0,0,0,0,3,5,11,17,36,0,3,8,9,24,0,0,1,5,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,5,13,22,46,0,0,2,4,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,17,28,0,3,7,15,19,0,0,2,3,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,8,12,18,43,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_3_30,0,0,0,0,0.023193359,0.470703125,0.465820313,0.040283203,1987.725636,34.0407839,0.029368173,0.000212895,0.014590935,0.17420725,0,0,0,0,0,0,0,0,0,6,4046,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,2159,1607,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,3986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1968,1825,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4045,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2157,1646,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,3998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1966,1836,180,0,0,0,0,0,0,0,3,6,14,31,0,4,4,12,31,0,0,0,3,10,0,0,0,1,4,0,0,2,0,1,0,0,0,0,1,0,5,8,16,52,0,2,5,3,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,14,23,0,2,8,12,40,0,1,0,3,9,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,7,8,18,37,0,0,4,2,23,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_3_31,0,0,0,0,0.010009766,0.490234375,0.473876953,0.025878906,1666.07018,31.58659958,0.037307271,0.000222399,0.014913038,0.121085476,0,0,0,0,0,0,0,0,0,4,4064,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2262,1634,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2054,1865,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4081,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2252,1687,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,4021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2048,1867,118,0,0,0,0,0,0,6,4,27,21,45,3,6,18,33,33,1,0,7,15,17,0,0,1,7,5,0,0,0,1,4,0,0,0,0,0,6,8,40,50,64,2,0,3,17,27,0,0,2,3,5,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,5,9,28,35,46,5,2,22,28,39,0,1,3,10,22,0,0,1,3,4,0,0,1,5,3,0,0,0,0,2,6,6,41,51,84,0,0,3,20,26,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_3_32,0,0,0,0,0.015869141,0.499023438,0.462158203,0.022949219,1659.07786,31.6059322,0.032284611,0.000221592,0.014885972,0.11460794,0,0,0,0,0,0,0,0,0,4,4068,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,2312,1561,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,4021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2063,1845,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4074,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,2312,1582,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,4022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2076,1828,107,0,0,0,0,0,0,4,7,30,52,54,0,6,11,33,42,2,1,6,14,20,0,1,1,2,5,0,0,1,0,4,0,1,0,0,2,4,14,32,61,81,2,0,5,16,27,0,0,2,4,6,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,2,15,23,40,59,2,5,17,39,44,1,1,5,8,15,0,0,0,2,5,0,0,0,1,1,0,0,0,2,0,5,11,33,62,76,2,3,4,20,32,0,0,0,2,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Cancer_3_33,0,0,0,0,0.034912109,0.360839844,0.522216797,0.08203125,2722.964513,40.40942797,0.025419604,0.000195151,0.013969652,0.132480279,0,0,0,0,0,0,0,0,0,72,3969,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,1685,1902,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,3941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,99,1506,2082,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3940,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,138,1663,1951,278,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,3940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,102,1495,2086,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_3_34,0,0,0,0,0.0234375,0.270263672,0.600097656,0.106201172,2326.399364,37.59163136,0.027238062,0.000200867,0.014172763,0.177460579,0,0,0,0,0,0,0,0,0,9,4068,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1251,2420,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1148,2391,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4053,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,1259,2353,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1129,2430,423,0,0,0,0,0,0,1,0,11,15,24,4,3,1,8,16,0,0,1,0,6,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,1,8,21,37,0,0,0,0,7,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,15,20,1,1,5,10,19,0,0,0,2,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,6,18,28,0,0,0,1,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_3_35,0,0,0,0,0.028076172,0.436523438,0.508544922,0.026855469,2131.437235,36.21371822,0.031019171,0.000209318,0.014467844,0.126729808,0,0,0,0,0,0,0,0,0,3,4089,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,1967,1845,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,4021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,1811,2019,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4066,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,1998,1783,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,1795,2040,116,0,0,0,0,0,0,2,8,20,21,38,0,6,9,22,22,0,2,6,9,7,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,1,13,20,51,41,0,0,3,16,11,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,10,20,27,2,5,13,27,24,0,1,1,12,6,0,0,2,3,4,0,0,0,1,1,0,0,0,0,0,1,11,24,38,48,0,2,3,19,8,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_3_36,0,0,0,0,0.021728516,0.436035156,0.525634766,0.016601563,1668.285487,32.83209746,0.031697678,0.000222258,0.014908335,0.072984195,0,0,0,0,0,0,0,0,0,3,4085,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,2031,1873,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1835,2076,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4080,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156,2029,1866,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1833,2090,72,0,0,0,0,0,0,2,8,11,24,45,1,4,4,18,36,1,1,1,5,12,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,3,7,12,27,68,0,2,1,9,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,17,42,1,3,4,15,38,1,1,3,6,12,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,10,10,27,53,1,1,2,6,23,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_3_37,0,0,0,0,0.026367188,0.425537109,0.524169922,0.023925781,2029.716896,35.26615466,0.030592759,0.00021244,0.014575305,0.040711831,0,0,0,0,0,0,0,0,0,12,4066,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180,1977,1846,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,1768,2084,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4079,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,1967,1869,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,3997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1765,2088,108,0,0,0,0,0,0,13,14,15,23,32,6,6,16,20,27,0,0,5,17,6,0,0,0,9,2,0,0,0,2,2,0,0,0,0,1,11,11,19,53,50,0,0,5,15,11,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,9,17,31,35,7,5,16,31,30,1,0,2,10,4,0,1,4,6,4,0,0,0,0,0,0,0,0,1,1,13,11,28,57,54,0,0,2,14,10,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_3_38,0,0,0,0,0.013427734,0.453369141,0.488525391,0.044677734,1677.752648,32.0434322,0.031161483,0.000216157,0.014702268,0.267034428,0,0,0,0,0,0,0,0,0,3,4061,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,2094,1710,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1895,1942,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4083,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2133,1739,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1887,1943,195,0,0,0,0,0,0,12,6,31,40,48,2,6,22,41,34,0,2,9,15,11,0,0,2,5,12,0,0,0,0,8,0,0,0,1,1,9,7,43,65,82,0,0,8,19,30,0,0,0,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11,30,45,47,7,3,24,31,44,2,2,5,12,17,0,0,1,8,10,0,0,2,3,1,0,0,0,0,0,9,12,44,67,77,0,0,7,20,21,0,0,3,3,9,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0
Cancer_3_39,0,0,0,0,0.010986328,0.490722656,0.463134766,0.03515625,1933.192797,33.95762712,0.030691952,0.000212054,0.014562066,0.108589163,0,0,0,0,0,0,0,0,0,2,4067,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2248,1608,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2033,1845,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4060,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2212,1666,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,4022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2038,1853,147,0,0,0,0,0,0,4,24,18,51,40,3,7,16,40,32,2,3,4,10,16,0,0,0,4,5,0,0,0,2,4,0,0,1,1,0,4,23,25,60,66,1,3,4,20,26,0,0,0,6,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,12,14,55,46,3,15,18,43,43,2,4,3,6,15,0,0,0,5,4,0,0,0,2,0,0,0,0,1,0,7,25,30,78,68,0,4,3,21,22,0,0,1,3,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
Cancer_3_40,0,0,0,0,0.013427734,0.463623047,0.508300781,0.014648438,1314.440943,27.84878178,0.042376516,0.00024109,0.015527065,0.207243227,0,0,0,0,0,0,0,0,0,6,4077,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2174,1778,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1934,2031,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4079,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2178,1784,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1939,2028,64,0,0,0,0,0,0,2,0,12,6,35,1,0,5,10,26,1,0,4,5,21,0,0,1,0,4,0,0,0,1,4,0,0,0,0,0,4,0,12,24,53,0,0,2,3,14,0,0,3,0,8,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,4,0,9,12,41,1,0,5,17,26,0,0,6,2,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,2,0,14,17,63,1,0,3,6,21,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_3_41,0,0,0,0,0.029541016,0.412109375,0.514648438,0.043701172,2004.331303,33.44465042,0.034135123,0.000211002,0.014525899,0.183847841,0,0,0,0,0,0,0,0,0,67,4017,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,1974,1813,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,3960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,82,1693,2072,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3993,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,118,1894,1874,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,3968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,76,1705,2060,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_3_42,0,0,0,0,0.027587891,0.455810547,0.483886719,0.032714844,1897.506091,34.38268008,0.031842978,0.000204339,0.014294716,0.195173113,0,0,0,0,0,0,0,0,0,1,4085,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,2097,1704,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1886,1919,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4060,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,2075,1719,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,1902,1918,140,0,0,0,0,0,0,6,7,15,16,26,5,2,10,22,18,0,2,3,5,5,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,5,5,11,33,39,2,2,6,10,8,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,23,27,7,6,7,21,15,0,0,3,8,4,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,6,9,17,35,35,2,1,3,6,5,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cancer_3_43,0,0,0,0,0.017089844,0.361328125,0.574951172,0.046630859,1667.75821,31.74179025,0.036945477,0.000225415,0.015013811,0.205538918,0,0,0,0,0,0,0,0,0,3,4072,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1748,2088,138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1517,2288,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4075,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1750,2092,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1515,2300,194,0,0,0,0,0,0,4,4,10,25,29,2,3,4,20,34,0,0,4,10,12,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,2,7,40,47,0,0,2,10,8,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,12,30,27,3,0,8,17,23,1,0,0,11,7,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,3,2,9,39,29,0,0,3,13,14,0,0,0,3,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Cancer_3_44,0,0,0,0,0.022705078,0.446289063,0.504638672,0.026367188,1905.605667,34.578125,0.030644314,0.000204479,0.014299621,0.180180972,0,0,0,0,0,0,0,0,0,12,4069,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1940,1855,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,3991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,1804,2041,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4078,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,1994,1872,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1815,2035,118,0,0,0,0,0,0,6,12,35,28,47,1,6,18,17,43,0,3,10,5,15,0,1,0,2,1,0,0,0,1,0,0,0,0,2,0,4,15,35,48,74,1,4,12,7,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,21,26,26,47,1,9,27,25,29,1,1,7,4,14,0,0,0,2,7,0,0,0,1,0,0,0,0,0,1,5,15,33,33,79,0,3,9,9,13,0,0,0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
